vehicle_type,speed,heading,zone_type,gps_confidence,road_health,distance_to_polygon,hour_of_day,risk_category
Car,36.8,114.7,None,0.873,58.4,272.7,15,LOW
Auto,61.1,284.1,None,0.766,59.0,1513.9,10,LOW
Police,41.9,258.1,Flood,0.379,52.0,0.0,16,MEDIUM
Police,19.5,57.1,None,0.793,98.2,1027.1,4,LOW
Container,81.9,191.0,Hospital,0.894,94.4,2.5,21,HIGH
Ambulance,63.0,257.5,Bridge,0.859,57.0,0.0,10,MEDIUM
Police,4.9,120.3,None,0.642,99.4,2908.1,20,LOW
Bus,53.8,250.0,School,0.628,73.2,149.4,20,MEDIUM
Tanker,27.9,314.4,Construction,0.759,77.5,110.1,17,MEDIUM
Auto,42.0,290.7,Hairpin,0.935,13.2,172.8,16,MEDIUM
Police,39.6,229.5,School,0.792,78.2,0.0,21,MEDIUM
Bus,68.7,272.0,School,0.876,49.1,0.0,6,HIGH
Auto,39.9,45.9,None,0.914,16.7,689.5,2,LOW
Auto,10.2,22.7,None,0.763,88.8,610.6,12,LOW
Police,29.1,27.4,School,0.834,31.9,0.0,13,MEDIUM
Car,83.2,300.5,None,0.724,35.3,1826.4,12,MEDIUM
Truck,75.9,141.1,Construction,0.888,52.5,170.7,5,MEDIUM
Bus,71.0,16.1,None,0.904,14.2,559.8,2,MEDIUM
Ambulance,43.8,82.5,Accident,0.917,84.7,0.0,19,MEDIUM
Bus,26.0,135.3,School,0.566,91.8,88.8,1,MEDIUM
Truck,82.1,334.0,None,0.946,20.1,1410.4,4,MEDIUM
Container,21.2,321.0,None,0.758,72.7,1128.5,12,LOW
Truck,97.6,350.3,Hairpin,0.737,49.6,0.0,7,HIGH
Auto,7.4,90.7,Bridge,0.979,44.9,0.0,16,LOW
Ambulance,91.8,171.0,Construction,0.802,68.8,0.0,1,HIGH
Bike,103.7,358.0,None,0.991,24.2,2582.8,2,MEDIUM
Ambulance,100.1,161.4,Bridge,0.863,91.9,0.0,8,MEDIUM
Auto,71.0,200.8,Construction,0.891,78.8,0.0,17,MEDIUM
Bus,84.7,81.2,None,0.975,19.1,1543.5,18,MEDIUM
Truck,47.1,117.0,RoadBlock,0.707,82.4,0.0,11,MEDIUM
Bus,39.6,116.6,Bridge,0.796,91.3,17.6,13,LOW
Bike,90.5,54.6,None,0.969,93.9,1411.7,1,LOW
Police,80.8,179.9,None,0.513,49.6,1231.3,20,MEDIUM
Car,74.0,247.9,Hairpin,0.885,31.2,0.0,8,HIGH
Ambulance,109.6,264.4,None,0.506,63.9,642.6,20,MEDIUM
Bike,86.0,343.1,None,0.841,76.1,2790.5,1,LOW
Bike,69.2,283.6,Hospital,0.892,67.1,0.0,2,HIGH
Truck,87.1,290.1,Flood,0.762,66.0,8.1,17,HIGH
Ambulance,1.9,115.0,RoadBlock,0.926,39.3,48.0,16,MEDIUM
Container,99.9,180.5,None,0.429,40.6,1940.0,20,MEDIUM
Police,65.0,105.4,None,0.945,92.3,204.9,7,LOW
Container,26.8,69.5,None,0.473,63.5,2663.2,6,LOW
Auto,100.2,344.2,None,0.835,10.6,2149.8,0,MEDIUM
Bus,103.1,67.1,School,0.823,97.3,69.6,15,MEDIUM
Car,38.5,194.9,Accident,0.784,57.0,0.0,17,MEDIUM
Police,1.8,201.9,None,0.755,62.5,1113.0,17,LOW
Truck,92.8,129.7,School,0.922,45.1,131.2,14,HIGH
Container,28.0,155.1,None,0.924,47.8,356.0,19,LOW
Bus,22.2,55.5,School,0.532,88.6,0.0,14,MEDIUM
Lorry,4.5,241.3,None,0.854,47.2,1499.2,0,LOW
Car,50.5,349.6,None,0.682,48.7,1416.1,21,LOW
Container,96.7,321.6,RoadBlock,0.877,39.0,0.0,19,HIGH
Lorry,77.9,279.5,Bridge,0.626,75.6,0.0,11,MEDIUM
Police,73.7,92.5,RoadBlock,0.81,34.2,0.0,6,MEDIUM
Ambulance,48.8,214.3,Construction,0.833,37.1,0.0,18,MEDIUM
Bus,76.5,252.8,RoadBlock,0.987,24.1,138.8,23,MEDIUM
Auto,10.3,336.7,Accident,0.462,11.9,0.0,18,HIGH
Truck,8.2,354.9,Flood,0.93,13.9,0.0,18,MEDIUM
Bike,18.7,250.4,None,0.888,75.6,788.9,6,LOW
Car,37.7,203.7,None,0.565,17.4,1052.2,21,LOW
Police,46.7,194.8,School,0.994,97.0,0.0,20,MEDIUM
Car,108.6,108.5,None,0.819,18.7,1354.7,13,MEDIUM
Ambulance,37.2,44.0,None,0.817,65.1,1338.8,3,LOW
Police,26.3,132.5,None,0.974,89.2,1376.9,11,LOW
Car,68.8,176.1,Bridge,0.951,74.8,0.0,8,MEDIUM
Bike,19.5,282.6,None,0.74,49.5,2072.6,10,LOW
Lorry,11.9,345.1,None,0.99,46.8,2018.6,2,LOW
Car,69.7,137.4,Bridge,0.687,68.6,103.8,13,LOW
Lorry,109.1,19.6,RoadBlock,0.952,95.2,0.0,10,MEDIUM
Truck,70.4,191.6,School,0.684,91.3,0.0,13,HIGH
Auto,57.6,218.3,None,0.969,90.6,2259.0,8,LOW
Police,11.6,352.5,Bridge,0.378,70.0,0.0,1,MEDIUM
Bike,41.2,304.7,Bridge,0.975,68.8,0.0,19,LOW
Truck,71.7,18.9,None,0.407,46.3,2195.4,18,MEDIUM
Car,75.2,345.9,Hairpin,0.776,57.1,0.0,10,HIGH
Truck,57.8,83.3,Flood,0.919,39.2,0.0,14,MEDIUM
Auto,104.5,208.6,None,0.6,61.7,1526.2,2,MEDIUM
Car,80.7,203.4,Hairpin,0.866,18.6,0.0,12,HIGH
Auto,56.6,296.9,None,0.911,36.1,2551.5,7,LOW
Auto,54.3,178.9,School,0.837,11.9,0.0,12,MEDIUM
Ambulance,103.5,312.8,Construction,0.907,12.2,0.0,20,HIGH
Car,16.0,312.0,None,0.602,91.1,2183.2,16,LOW
Lorry,38.3,210.9,Construction,0.678,40.7,0.0,0,HIGH
Truck,43.5,334.0,RoadBlock,0.752,31.9,60.1,4,MEDIUM
Tanker,63.5,195.5,None,0.925,25.8,2369.6,13,MEDIUM
Auto,73.0,245.3,None,0.941,15.0,531.4,5,LOW
Car,63.4,265.4,Hairpin,0.798,39.6,0.0,9,HIGH
Bike,100.8,343.1,None,0.793,49.7,1011.1,9,MEDIUM
Bike,41.2,222.8,Flood,0.77,14.3,0.0,15,MEDIUM
Container,58.6,207.6,None,0.849,59.1,2515.8,11,LOW
Bike,59.1,185.6,Flood,0.834,57.2,0.0,7,MEDIUM
Bike,12.2,285.3,Hairpin,0.924,52.6,0.0,11,MEDIUM
Lorry,69.7,153.4,RoadBlock,0.696,93.0,0.0,10,MEDIUM
Police,58.1,288.5,None,0.983,60.8,2582.3,19,LOW
Auto,98.4,232.9,None,0.602,91.7,1308.4,19,LOW
Container,34.6,139.4,Accident,0.808,63.0,0.0,14,HIGH
Car,67.4,315.3,None,0.768,73.5,1074.3,7,LOW
Lorry,16.2,51.5,Bridge,0.706,81.2,0.0,19,LOW
Police,106.4,157.6,None,0.913,43.6,1796.2,23,MEDIUM
Ambulance,1.3,119.2,Accident,0.931,57.5,0.0,11,MEDIUM
Container,13.3,183.4,School,0.938,59.5,118.7,3,MEDIUM
Police,3.2,205.8,RoadBlock,0.765,70.5,8.4,18,MEDIUM
Container,94.1,325.3,Hairpin,0.817,71.1,0.0,6,HIGH
Bus,72.9,117.7,Bridge,0.911,95.9,0.0,23,MEDIUM
Bike,109.3,246.8,Bridge,0.988,48.8,0.0,6,MEDIUM
Tanker,69.7,291.9,Construction,0.885,91.1,0.0,21,MEDIUM
Truck,93.8,187.0,None,0.745,32.9,1561.9,6,MEDIUM
Lorry,89.4,267.0,None,0.991,65.0,1616.2,11,MEDIUM
Bike,0.8,298.0,None,0.924,94.2,2601.5,22,LOW
Bus,31.4,56.4,Flood,0.64,42.7,0.0,6,MEDIUM
Container,98.7,13.6,None,0.664,13.7,1515.8,19,MEDIUM
Lorry,49.6,119.0,Hairpin,0.778,76.1,145.7,18,MEDIUM
Bike,46.8,332.0,None,0.911,66.0,1013.3,4,LOW
Car,18.0,14.4,None,0.985,88.8,1593.9,4,LOW
Auto,80.2,12.8,None,0.972,88.3,2824.4,6,LOW
Police,8.7,125.3,Hospital,0.803,98.0,0.0,16,MEDIUM
Bike,17.9,72.5,None,0.759,76.6,2019.3,15,LOW
Bus,91.0,246.1,None,0.783,36.5,2425.6,22,MEDIUM
Police,76.6,336.5,None,0.955,19.0,2002.9,15,LOW
Ambulance,87.0,127.4,Hairpin,0.927,36.7,0.0,7,HIGH
Police,97.9,347.2,Bridge,0.521,44.0,0.0,6,MEDIUM
Ambulance,59.0,237.4,Accident,0.649,90.0,0.0,8,MEDIUM
Bus,98.3,310.8,Hospital,0.716,93.5,0.0,14,HIGH
Lorry,67.0,41.6,Hairpin,0.789,35.7,0.0,16,HIGH
Ambulance,51.6,7.8,None,0.652,69.5,1042.1,14,LOW
Container,56.8,159.7,None,0.823,19.5,509.0,10,LOW
Car,107.5,211.0,Accident,0.989,17.6,0.0,7,HIGH
Truck,62.8,328.2,None,0.82,28.3,190.2,2,MEDIUM
Bike,56.5,30.3,Hospital,0.727,30.2,0.0,7,MEDIUM
Truck,98.4,11.8,None,0.521,86.5,1126.6,1,MEDIUM
Container,61.0,220.9,RoadBlock,0.994,43.7,148.1,10,MEDIUM
Tanker,100.8,164.3,RoadBlock,0.734,80.2,159.1,19,MEDIUM
Bike,28.2,190.0,None,0.844,94.0,2266.6,0,LOW
Tanker,25.4,119.9,None,0.717,77.8,2206.9,12,LOW
Auto,100.4,262.3,School,0.776,91.2,0.0,20,HIGH
Bus,43.8,30.0,None,0.993,57.5,592.5,7,LOW
Lorry,88.0,173.9,None,0.705,82.7,2333.5,7,MEDIUM
Bike,24.5,221.2,None,0.758,74.9,2129.5,23,LOW
Container,105.4,214.1,Hospital,0.848,31.1,0.0,6,HIGH
Ambulance,16.2,181.6,RoadBlock,0.849,40.1,0.0,14,MEDIUM
Car,67.7,250.2,None,0.993,92.4,2705.0,4,LOW
Bus,106.8,239.6,None,0.983,26.9,111.8,23,MEDIUM
Container,79.2,152.8,None,0.958,67.8,1438.4,7,LOW
Ambulance,33.6,79.8,None,0.97,27.7,646.3,10,LOW
Auto,78.9,126.5,Hairpin,0.776,58.0,0.0,4,HIGH
Container,87.0,203.4,None,0.507,57.1,1592.1,12,MEDIUM
Ambulance,51.5,265.8,Hospital,0.778,17.2,139.2,12,MEDIUM
Truck,42.0,47.6,None,0.712,58.4,2777.4,18,LOW
Tanker,65.6,348.8,Hospital,0.962,18.2,0.0,3,HIGH
Bus,67.3,261.6,Hairpin,0.788,46.4,155.4,19,MEDIUM
Bus,104.9,28.3,RoadBlock,0.563,64.5,0.0,12,HIGH
Lorry,85.8,294.3,None,0.346,80.4,166.9,21,MEDIUM
Police,106.6,290.7,Hairpin,0.785,44.8,0.0,16,HIGH
Container,19.5,105.0,None,0.527,87.1,1617.3,12,LOW
Truck,39.9,88.9,Flood,0.928,45.3,158.9,13,MEDIUM
Truck,35.7,180.2,None,0.571,50.2,2448.4,6,LOW
Lorry,26.8,317.1,None,0.582,64.1,2284.2,13,LOW
Police,47.7,196.5,Accident,0.769,79.9,101.7,18,MEDIUM
Auto,56.0,260.4,RoadBlock,0.505,44.7,1.7,22,MEDIUM
Tanker,67.5,10.7,RoadBlock,0.826,80.8,0.0,4,HIGH
Ambulance,80.6,219.1,Bridge,0.964,75.9,139.0,10,LOW
Police,87.2,92.2,None,0.908,67.1,432.5,14,LOW
Truck,85.9,258.7,None,0.954,35.2,760.6,20,MEDIUM
Police,88.6,229.1,None,0.787,81.5,2903.4,22,MEDIUM
Tanker,80.0,356.4,None,0.922,10.6,2076.9,19,MEDIUM
Bus,29.6,292.7,None,0.703,74.9,2289.8,7,LOW
Auto,24.3,179.9,None,0.75,80.1,782.0,14,LOW
Bus,82.9,310.7,Construction,0.94,44.2,0.0,22,HIGH
Lorry,17.7,352.0,Accident,0.824,36.3,0.0,20,HIGH
Truck,12.1,169.3,RoadBlock,0.966,16.9,0.0,13,MEDIUM
Bike,58.3,142.4,Construction,0.693,36.6,0.0,2,MEDIUM
Bike,40.8,8.1,None,0.802,64.0,196.3,13,LOW
Tanker,9.0,172.9,RoadBlock,0.962,58.1,139.1,1,MEDIUM
Truck,98.6,52.7,None,0.998,98.4,554.4,12,LOW
Ambulance,59.5,35.5,RoadBlock,0.752,15.8,0.0,1,MEDIUM
Truck,16.0,82.6,Flood,0.854,48.0,0.0,21,MEDIUM
Police,108.4,131.8,None,0.838,40.8,163.4,2,MEDIUM
Lorry,39.6,319.3,None,0.569,73.0,531.2,4,LOW
Tanker,95.5,108.3,Accident,0.519,93.7,0.0,0,HIGH
Bus,101.4,19.5,None,0.515,94.1,797.6,3,MEDIUM
Ambulance,30.1,330.5,Accident,0.934,72.5,0.0,21,MEDIUM
Tanker,93.8,50.3,Flood,0.82,94.7,0.0,11,MEDIUM
Car,59.5,334.8,RoadBlock,0.982,85.5,0.0,22,MEDIUM
Bike,61.0,259.3,Construction,0.919,91.6,0.0,22,MEDIUM
Car,98.5,49.7,School,0.863,81.3,0.0,12,HIGH
Lorry,94.3,196.1,None,0.885,92.9,829.9,7,LOW
Car,39.1,55.3,None,0.755,59.8,356.5,0,LOW
Container,80.2,216.1,RoadBlock,0.842,93.4,198.0,21,MEDIUM
Truck,63.9,39.1,Accident,0.856,19.5,146.7,5,MEDIUM
Bike,35.3,95.3,Construction,0.831,81.5,0.0,10,MEDIUM
Lorry,17.5,280.9,RoadBlock,0.665,79.9,66.1,12,MEDIUM
Truck,72.4,44.6,Bridge,0.816,52.8,0.0,3,MEDIUM
Bus,48.9,16.3,School,0.957,43.3,0.0,20,MEDIUM
Ambulance,62.0,341.3,RoadBlock,0.857,52.1,0.0,7,MEDIUM
Tanker,61.1,227.6,None,0.787,67.6,1421.5,1,MEDIUM
Lorry,50.4,5.9,None,0.972,57.0,1100.4,9,LOW
Police,11.5,344.0,Construction,0.522,31.5,114.0,17,MEDIUM
Auto,91.9,69.1,Accident,0.8,92.3,0.0,3,HIGH
Ambulance,49.3,349.4,Flood,0.959,61.3,0.0,5,MEDIUM
Container,78.2,255.7,None,0.955,17.7,1916.9,2,MEDIUM
Auto,30.9,182.0,None,0.751,97.2,554.6,12,LOW
Lorry,93.8,252.2,School,0.611,42.4,0.0,0,HIGH
Truck,66.1,44.8,None,0.707,20.1,1205.1,7,MEDIUM
Lorry,85.2,149.8,Hospital,0.826,41.6,0.0,4,HIGH
Tanker,35.9,87.2,RoadBlock,0.86,85.5,0.0,12,MEDIUM
Car,102.4,59.4,Bridge,0.966,63.9,36.9,19,MEDIUM
Police,52.8,236.3,None,0.964,37.3,1291.6,4,LOW
Car,2.5,240.0,None,0.639,33.7,467.2,20,LOW
Car,40.7,265.1,Bridge,0.992,39.7,145.2,10,LOW
Lorry,67.3,43.0,Hairpin,0.963,63.6,35.0,7,HIGH
Lorry,34.3,7.3,None,0.553,84.6,928.4,16,LOW
Police,20.4,348.9,School,0.821,76.9,0.0,15,MEDIUM
Lorry,62.4,154.0,Hairpin,0.855,35.0,179.7,4,HIGH
Bus,51.4,140.8,Hospital,0.836,65.0,0.0,18,MEDIUM
Lorry,85.0,348.8,Bridge,0.761,34.1,176.0,2,MEDIUM
Police,17.9,23.1,None,0.986,66.5,2561.3,5,LOW
Lorry,25.3,293.4,None,0.972,74.3,731.5,5,LOW
Tanker,19.4,128.6,None,0.597,52.4,1343.1,18,LOW
Lorry,25.7,19.3,None,0.935,10.9,2902.6,15,LOW
Container,37.6,355.6,None,0.987,85.8,2264.6,12,LOW
Police,109.1,220.3,None,0.791,73.0,1279.6,16,LOW
Ambulance,60.2,338.4,Flood,0.924,15.6,0.0,0,HIGH
Ambulance,32.8,184.6,Hospital,0.825,35.1,0.0,19,MEDIUM
Bike,63.6,85.3,Accident,0.989,82.7,0.0,12,MEDIUM
Police,72.0,67.9,None,0.559,79.2,1127.2,12,LOW
Police,76.4,337.9,Hospital,0.691,88.5,0.0,4,HIGH
Lorry,42.4,20.5,Flood,0.909,93.8,0.0,0,MEDIUM
Bike,47.1,207.7,None,0.766,92.9,408.5,15,LOW
Ambulance,23.2,132.9,None,0.649,94.7,1726.2,23,LOW
Police,72.5,132.0,None,0.719,86.8,2289.3,20,LOW
Truck,56.9,205.4,None,0.717,89.1,1968.8,1,LOW
Truck,40.9,221.9,None,0.37,61.7,1341.6,18,LOW
Ambulance,29.0,273.2,None,0.778,78.0,1037.4,23,LOW
Police,103.2,27.5,None,0.868,81.7,2543.0,22,LOW
Ambulance,44.1,154.3,None,0.772,27.9,1664.6,23,LOW
Police,20.1,157.5,Hairpin,0.592,26.8,0.0,20,HIGH
Car,52.7,162.9,Flood,0.761,88.4,0.0,19,MEDIUM
Bus,60.0,261.3,None,0.838,83.9,1972.5,7,LOW
Bus,44.3,169.4,School,0.831,93.8,0.0,2,HIGH
Ambulance,19.7,238.3,None,0.656,90.0,1056.5,22,LOW
Truck,6.8,170.9,RoadBlock,0.968,89.8,0.0,5,MEDIUM
Tanker,84.9,302.7,None,0.546,32.8,2447.8,16,MEDIUM
Ambulance,104.5,167.0,None,0.786,89.3,1401.9,23,MEDIUM
Truck,6.7,303.2,Construction,0.836,94.1,30.4,18,MEDIUM
Container,89.1,295.5,Flood,0.718,48.3,0.0,23,HIGH
Ambulance,48.7,29.5,None,0.664,91.1,2509.3,0,LOW
Police,103.2,311.9,School,0.701,71.0,0.0,2,HIGH
Ambulance,51.5,244.7,None,0.848,20.0,2916.2,20,LOW
Ambulance,63.1,45.9,Accident,0.998,95.6,0.0,11,MEDIUM
Bus,1.8,27.4,RoadBlock,0.711,66.0,0.0,5,MEDIUM
Truck,34.5,150.0,None,0.969,56.8,818.9,18,LOW
Bus,10.5,152.2,RoadBlock,0.796,97.5,0.0,23,MEDIUM
Lorry,66.9,131.2,None,0.96,75.1,1535.8,13,LOW
Auto,47.5,147.3,Construction,0.571,89.5,46.3,5,MEDIUM
Truck,98.6,122.6,None,0.967,43.6,2192.3,3,MEDIUM
Container,36.0,226.0,School,0.804,25.0,64.5,7,MEDIUM
Truck,47.5,256.3,School,0.727,80.5,0.0,8,MEDIUM
Car,48.4,353.1,Hairpin,0.657,93.2,0.0,6,MEDIUM
Car,9.1,316.5,None,0.76,39.7,2643.8,19,LOW
Tanker,11.8,13.6,None,0.928,78.0,576.4,15,LOW
Auto,100.5,132.1,None,0.609,60.5,2329.3,10,MEDIUM
Container,83.4,240.8,None,0.904,83.7,228.5,7,MEDIUM
Ambulance,35.3,205.3,None,0.602,26.6,256.4,19,LOW
Container,63.1,247.2,None,0.99,73.2,1167.4,3,LOW
Ambulance,73.8,298.6,Flood,0.78,79.7,0.0,19,MEDIUM
Bike,25.1,69.1,None,0.853,74.5,969.1,22,LOW
Lorry,18.3,53.0,None,0.992,18.7,942.5,14,LOW
Police,72.6,35.4,None,0.732,16.1,2046.9,21,LOW
Container,51.0,298.3,School,0.956,37.1,17.0,11,MEDIUM
Container,103.3,196.9,None,0.718,67.8,550.6,7,MEDIUM
Ambulance,45.6,225.9,Hospital,0.737,41.2,0.0,13,MEDIUM
Police,79.1,342.0,Construction,0.852,59.7,10.3,12,MEDIUM
Lorry,107.2,297.5,Flood,0.822,69.4,12.8,18,HIGH
Bike,105.3,53.1,Hairpin,0.698,88.3,0.0,15,HIGH
Tanker,72.0,181.0,None,0.535,87.3,1457.3,5,MEDIUM
Truck,23.5,335.5,None,0.9,31.5,845.2,21,LOW
Lorry,33.8,214.7,RoadBlock,0.815,48.9,0.0,21,MEDIUM
Truck,105.6,275.7,None,0.963,52.1,2449.4,22,MEDIUM
Container,84.4,181.4,None,0.783,34.0,876.2,8,MEDIUM
Tanker,97.8,277.2,None,0.694,21.5,135.3,21,MEDIUM
Bus,69.3,128.9,None,0.916,38.8,1068.5,2,MEDIUM
Container,92.4,232.5,Bridge,0.702,99.0,166.4,19,LOW
Container,64.8,237.8,None,0.78,58.1,1197.2,22,MEDIUM
Ambulance,83.8,188.3,None,0.692,51.2,432.7,7,MEDIUM
Truck,66.4,134.8,None,0.937,61.4,2959.7,2,LOW
Container,64.8,19.9,RoadBlock,0.638,97.0,190.0,3,MEDIUM
Bus,108.2,311.1,None,0.822,96.7,1756.7,12,MEDIUM
Car,9.4,214.5,None,0.619,43.7,1187.3,1,LOW
Lorry,14.6,337.7,None,0.772,64.6,1413.0,13,LOW
Container,85.6,152.7,Flood,0.964,49.8,39.3,21,HIGH
Lorry,49.5,56.4,Construction,0.858,26.7,0.0,0,HIGH
Police,72.7,168.3,None,0.757,22.2,1184.6,4,MEDIUM
Tanker,89.1,204.0,Bridge,0.933,85.9,0.0,21,MEDIUM
Auto,47.7,325.0,None,0.691,61.8,1250.9,4,LOW
Car,109.0,316.6,None,0.602,37.5,2344.5,9,MEDIUM
Truck,49.9,316.7,None,0.966,90.0,2969.7,22,LOW
Lorry,12.7,46.7,None,0.946,46.5,1920.1,9,LOW
Ambulance,84.7,196.8,Hairpin,0.762,51.6,0.0,4,HIGH
Lorry,99.7,295.1,Bridge,0.966,40.9,15.1,23,MEDIUM
Bus,36.5,165.4,None,0.802,27.2,1605.1,23,MEDIUM
Bus,74.0,15.9,School,0.979,56.0,32.9,12,MEDIUM
Police,98.4,105.2,None,0.798,65.4,1071.1,12,LOW
Bike,74.6,166.4,None,0.916,86.7,1568.5,9,LOW
Lorry,53.9,129.9,None,0.831,67.9,438.8,3,LOW
Auto,41.1,49.8,Hairpin,0.791,55.6,30.8,9,MEDIUM
Bus,36.3,49.2,Flood,0.694,51.3,0.0,22,HIGH
Bus,34.6,114.9,RoadBlock,0.734,26.8,0.0,23,HIGH
Car,73.5,268.6,None,0.872,81.4,2240.0,23,LOW
Truck,101.8,21.0,Flood,0.951,67.8,0.0,13,HIGH
Bus,69.6,299.4,Hairpin,0.878,46.3,0.0,11,HIGH
Bus,66.6,177.5,Hairpin,0.706,66.2,0.0,16,HIGH
Auto,53.5,344.5,None,0.75,75.4,2753.6,4,LOW
Ambulance,33.4,266.3,Bridge,0.557,53.3,0.0,3,MEDIUM
Police,91.6,305.4,None,0.606,54.1,814.5,22,MEDIUM
Bus,55.8,50.9,None,0.506,79.9,2382.5,22,MEDIUM
Truck,68.6,301.3,None,0.664,94.9,1264.2,20,LOW
Police,58.1,44.1,None,0.894,51.0,2570.3,0,LOW
Truck,23.8,181.6,Construction,0.84,25.9,0.0,20,MEDIUM
Bike,68.0,32.9,Bridge,0.82,52.1,0.0,18,MEDIUM
Auto,60.6,253.6,None,0.571,87.6,1059.5,8,LOW
Truck,28.5,266.9,Accident,0.93,14.1,0.0,15,HIGH
Ambulance,37.8,293.2,None,0.762,97.1,2452.2,18,LOW
Container,8.5,256.1,Hospital,0.816,93.3,160.0,17,MEDIUM
Car,108.0,289.5,None,0.983,65.5,2791.7,17,LOW
Bike,55.0,319.2,None,0.761,55.3,1053.7,2,LOW
Auto,72.9,357.2,Construction,0.938,36.5,0.0,21,MEDIUM
Bus,84.9,78.1,Accident,0.924,11.6,0.0,17,HIGH
Container,47.4,119.2,Construction,0.812,73.1,0.0,4,MEDIUM
Bus,65.4,281.6,Hospital,0.635,28.6,156.1,8,HIGH
Car,88.5,295.2,Hospital,0.75,89.8,0.0,16,HIGH
Bike,15.9,335.6,Accident,0.808,76.3,0.0,21,MEDIUM
Tanker,12.6,208.5,Hairpin,0.838,56.1,166.3,9,MEDIUM
Police,47.0,151.6,Flood,0.937,15.1,163.3,15,MEDIUM
Bike,68.2,344.5,None,0.847,33.6,465.3,19,LOW
Lorry,24.7,38.1,Construction,0.903,73.5,165.9,1,MEDIUM
Lorry,96.5,230.7,Flood,0.694,58.7,0.0,6,HIGH
Auto,4.4,142.7,RoadBlock,0.699,79.8,126.4,11,LOW
Auto,108.0,246.2,None,0.959,24.5,2930.7,2,MEDIUM
Tanker,34.7,154.0,None,0.989,77.1,640.9,20,LOW
Ambulance,25.9,284.7,None,0.94,72.9,361.3,2,LOW
Ambulance,97.7,326.5,Flood,0.848,66.7,67.1,6,MEDIUM
Tanker,92.0,257.3,RoadBlock,0.964,37.5,93.2,11,MEDIUM
Bike,54.8,194.6,Accident,0.98,20.2,0.0,4,MEDIUM
Ambulance,39.2,176.3,None,0.709,83.9,2362.2,0,LOW
Lorry,56.5,89.7,Hospital,0.747,83.2,0.0,3,HIGH
Bike,109.4,164.1,None,0.942,41.8,2244.5,2,MEDIUM
Truck,54.4,10.3,None,0.735,73.8,734.7,10,LOW
Bus,83.7,258.8,Bridge,0.842,18.6,0.0,0,HIGH
Lorry,103.6,156.5,None,0.792,55.0,2915.5,3,MEDIUM
Truck,14.3,321.7,Accident,0.76,83.3,78.4,23,MEDIUM
Auto,93.6,228.5,None,0.956,25.3,163.8,3,MEDIUM
Auto,23.3,192.6,None,0.99,73.4,1138.1,17,LOW
Truck,96.9,231.2,Hairpin,0.813,43.7,0.0,10,HIGH
Ambulance,71.7,308.9,Accident,0.95,11.4,0.0,23,HIGH
Bike,58.0,305.1,None,0.927,82.3,1221.0,15,LOW
Tanker,22.5,23.3,School,0.838,71.4,27.9,16,MEDIUM
Bus,15.7,271.2,Flood,0.96,35.9,0.0,18,MEDIUM
Car,25.3,150.6,None,0.718,70.9,693.6,22,LOW
Auto,68.0,46.5,None,0.838,40.0,1050.6,22,LOW
Police,44.1,253.5,None,0.965,55.9,1564.7,14,LOW
Tanker,15.1,72.5,None,0.993,10.4,2913.7,16,LOW
Lorry,103.8,173.6,None,0.865,92.4,1927.2,20,MEDIUM
Tanker,92.8,322.5,None,0.954,50.1,1086.5,10,MEDIUM
Truck,51.4,154.1,Hospital,0.557,84.6,184.8,7,MEDIUM
Bus,69.9,38.0,Hairpin,0.743,81.9,0.0,23,HIGH
Police,24.5,207.2,School,0.739,69.0,0.0,21,MEDIUM
Bus,17.7,214.3,None,0.996,12.6,2946.5,15,LOW
Bike,68.7,179.8,Construction,0.998,51.8,0.0,0,MEDIUM
Car,19.8,199.8,None,0.84,50.1,2951.5,22,LOW
Container,32.6,86.3,Bridge,0.714,65.6,55.9,21,LOW
Bike,5.6,327.5,Hairpin,0.588,27.0,58.6,14,MEDIUM
Bike,97.9,62.1,Bridge,0.718,34.2,0.0,2,MEDIUM
Bus,29.3,106.5,None,0.898,51.0,1705.9,1,LOW
Ambulance,13.5,288.0,Accident,0.819,81.3,0.0,3,MEDIUM
Lorry,99.2,84.9,Construction,0.893,14.8,0.0,9,HIGH
Tanker,59.8,297.6,RoadBlock,0.687,70.9,0.0,23,MEDIUM
Ambulance,108.4,194.3,RoadBlock,0.946,25.3,0.0,20,HIGH
Car,37.1,310.7,None,0.474,98.7,1323.7,19,LOW
Car,104.5,12.7,None,0.966,21.7,2627.6,0,MEDIUM
Container,39.4,224.7,None,0.956,54.5,607.3,11,LOW
Container,80.7,129.9,Accident,0.68,53.4,0.0,11,HIGH
Ambulance,15.3,328.4,None,0.509,87.2,285.1,6,LOW
Bike,104.9,219.9,Flood,0.586,23.2,0.0,3,HIGH
Car,94.3,13.6,Flood,0.863,12.9,150.6,8,MEDIUM
Ambulance,72.1,275.6,None,0.859,45.7,1404.4,9,LOW
Bus,101.4,201.0,None,0.906,63.9,1943.4,3,MEDIUM
Police,78.5,276.4,Accident,0.594,76.8,0.0,11,HIGH
Car,88.3,297.7,None,0.943,78.6,2190.6,22,LOW
Lorry,109.7,93.1,None,0.609,90.6,1826.8,1,MEDIUM
Ambulance,90.7,195.8,None,0.95,10.5,2958.4,1,MEDIUM
Lorry,107.9,357.6,None,0.876,30.2,2841.4,21,MEDIUM
Truck,1.5,196.0,None,0.887,63.2,2716.1,15,LOW
Bus,75.7,348.6,None,0.918,86.1,1969.1,12,LOW
